[15:21:36] [info] AXIS: Creating Window Axis Engine (1280, 720)
[15:21:36] [trace] AXIS: Storing underlying OS video mode: 1920x1080@60Hz (r8g8b8)
[15:21:36] [info] AXIS: OpenGL Info:
[15:21:50] [info] APP: Frame rate: 59.87415
[15:21:50] [info] APP: Frame rate: 59.26837
[15:21:50] [info] APP: Frame rate: 61.392036
[15:21:50] [info] APP: Frame rate: 55.597878
[15:21:50] [info] APP: Frame rate: 62.16731
[15:21:50] [info] APP: Frame rate: 61.77906
[15:21:50] [info] APP: Frame rate: 60.370544
[15:21:50] [info] APP: Frame rate: 62.23003
[15:21:50] [info] APP: Frame rate: 58.898838
[15:21:50] [info] APP: Frame rate: 48.35044
[15:21:50] [info] APP: Frame rate: 76.48257
[15:21:50] [info] APP: Frame rate: 56.81491
[15:21:50] [info] APP: Frame rate: 65.98553
[15:21:50] [info] APP: Frame rate: 61.056015
[15:21:50] [info] APP: Frame rate: 60.967266
[15:21:50] [info] APP: Frame rate: 54.30785
[15:21:50] [info] APP: Frame rate: 60.36012
[15:21:50] [info] APP: Frame rate: 58.779976
[15:21:50] [info] APP: Frame rate: 65.91915
[15:21:50] [info] APP: Frame rate: 60.10409
[15:21:50] [info] APP: Frame rate: 63.09881
[15:21:50] [info] APP: Frame rate: 56.67672
[15:21:50] [info] APP: Frame rate: 62.60155
[15:21:50] [info] APP: Frame rate: 53.482403
[15:21:50] [info] APP: Frame rate: 59.91863
[15:21:50] [info] APP: Frame rate: 58.524082
[15:21:50] [info] APP: Frame rate: 61.63381
[15:21:50] [info] APP: Frame rate: 67.15184
[15:21:50] [info] APP: Frame rate: 61.637432
[15:21:50] [info] APP: Frame rate: 54.24043
[15:21:50] [info] APP: Frame rate: 60.18689
[15:21:50] [info] APP: Frame rate: 59.36232
[15:21:50] [info] APP: Frame rate: 63.1254
[15:21:50] [info] APP: Frame rate: 60.64288
[15:21:50] [info] APP: Frame rate: 56.658344
[15:21:50] [info] APP: Frame rate: 64.91123
[15:21:51] [info] APP: Frame rate: 62.366978
[15:21:51] [info] APP: Frame rate: 59.649353
[15:21:51] [info] APP: Frame rate: 59.56126
[15:21:51] [info] APP: Frame rate: 57.286713
[15:21:51] [info] APP: Frame rate: 58.839348
[15:21:51] [info] APP: Frame rate: 61.313065
[15:21:51] [info] APP: Frame rate: 56.603294
[15:21:51] [info] APP: Frame rate: 60.674458
[15:21:51] [info] APP: Frame rate: 66.53401
[15:21:51] [info] APP: Frame rate: 59.008217
[15:21:51] [info] APP: Frame rate: 62.620243
[15:21:51] [info] APP: Frame rate: 57.239807
[15:21:51] [info] APP: Frame rate: 60.558823
[15:21:51] [info] APP: Frame rate: 60.98145
[15:21:51] [info] APP: Frame rate: 62.11943
[15:21:51] [info] APP: Frame rate: 53.68228
[15:21:51] [info] APP: Frame rate: 65.31556
[15:21:51] [info] APP: Frame rate: 59.221508
[15:21:51] [info] APP: Frame rate: 60.499424
[15:21:51] [info] APP: Frame rate: 55.915108
[15:21:51] [info] APP: Frame rate: 54.02803
[15:21:51] [info] APP: Frame rate: 70.06856
[15:21:51] [info] APP: Frame rate: 60.83992
[15:21:51] [info] APP: Frame rate: 63.247242
[15:21:51] [info] APP: Frame rate: 58.994938
[15:21:51] [info] APP: Frame rate: 59.659534
[15:21:51] [info] APP: Frame rate: 62.049587
[15:21:51] [info] APP: Frame rate: 58.03498
[15:21:51] [info] APP: Frame rate: 61.97624
[15:21:51] [info] APP: Frame rate: 57.652077
[15:21:51] [info] APP: Frame rate: 59.38249
[15:21:51] [info] APP: Frame rate: 61.808193
[15:21:51] [info] APP: Frame rate: 60.21454
[15:21:51] [info] APP: Frame rate: 58.26393
[15:21:51] [info] APP: Frame rate: 54.556503
[15:21:51] [info] APP: Frame rate: 56.38718
[15:21:51] [info] APP: Frame rate: 64.95546
[15:21:51] [info] APP: Frame rate: 57.94198
[15:21:51] [info] APP: Frame rate: 70.84973
[15:21:51] [info] APP: Frame rate: 59.04809
[15:21:51] [info] APP: Frame rate: 62.966194
[15:21:51] [info] APP: Frame rate: 54.398006
[15:21:51] [info] APP: Frame rate: 67.84265
[15:21:51] [info] APP: Frame rate: 59.683308
[15:21:51] [info] APP: Frame rate: 56.830307
[15:21:51] [info] APP: Frame rate: 62.12311
[15:21:51] [info] APP: Frame rate: 61.32382
[15:21:51] [info] APP: Frame rate: 59.7275
[15:21:51] [info] APP: Frame rate: 59.74792
[15:21:51] [info] APP: Frame rate: 58.799755
[15:21:51] [info] APP: Frame rate: 63.068447
[15:21:51] [info] APP: Frame rate: 57.617233
[15:21:51] [info] APP: Frame rate: 61.5759
[15:21:51] [info] APP: Frame rate: 57.412178
[15:21:51] [info] APP: Frame rate: 50.240814
[15:21:51] [info] APP: Frame rate: 78.33963
[15:21:51] [info] APP: Frame rate: 53.452415
[15:21:51] [info] APP: Frame rate: 61.71361
[15:21:51] [info] APP: Frame rate: 63.46928
[15:21:51] [info] APP: Frame rate: 62.19312
[15:21:52] [info] APP: Frame rate: 60.73772
[15:21:52] [info] APP: Frame rate: 53.900276
[15:21:52] [info] APP: Frame rate: 65.02393
[15:21:52] [info] APP: Frame rate: 59.87073
[15:21:52] [info] APP: Frame rate: 61.23429
[15:21:52] [info] APP: Frame rate: 58.054256
[15:21:52] [info] APP: Frame rate: 58.829445
[15:21:52] [info] APP: Frame rate: 58.48165
[15:21:52] [info] APP: Frame rate: 62.97754
[15:21:52] [info] APP: Frame rate: 61.680943
[15:21:52] [info] APP: Frame rate: 55.778286
[15:21:52] [info] APP: Frame rate: 64.40489
[15:21:52] [info] APP: Frame rate: 62.852962
[15:21:52] [info] APP: Frame rate: 58.351475
[15:21:52] [info] APP: Frame rate: 60.231834
[15:21:52] [info] APP: Frame rate: 60.18689
[15:21:52] [info] APP: Frame rate: 57.922775
[15:21:52] [info] APP: Frame rate: 62.567932
[15:21:52] [info] APP: Frame rate: 60.197254
[15:21:52] [info] APP: Frame rate: 60.468025
[15:21:52] [info] APP: Frame rate: 47.81032
[15:21:52] [info] APP: Frame rate: 68.52542
[15:21:52] [info] APP: Frame rate: 59.836567
[15:21:52] [info] APP: Frame rate: 70.516205
[15:21:52] [info] APP: Frame rate: 57.08711
[15:21:52] [info] APP: Frame rate: 62.289177
[15:21:52] [info] APP: Frame rate: 62.11943
[15:21:52] [info] APP: Frame rate: 57.938778
[15:21:52] [info] APP: Frame rate: 60.618336
[15:21:52] [info] APP: Frame rate: 60.450592
[15:21:52] [info] APP: Frame rate: 60.353172
[15:21:52] [info] APP: Frame rate: 60.36707
[15:21:52] [info] APP: Frame rate: 60.152363
[15:21:52] [info] APP: Frame rate: 59.449825
[15:21:52] [info] APP: Frame rate: 55.503704
[15:21:52] [info] APP: Frame rate: 63.619465
[15:21:52] [info] APP: Frame rate: 58.97503
[15:21:52] [info] APP: Frame rate: 63.091217
[15:21:52] [info] APP: Frame rate: 60.492443
[15:21:52] [info] APP: Frame rate: 57.506638
[15:21:52] [info] APP: Frame rate: 51.801994
[15:21:52] [info] APP: Frame rate: 71.53609
[15:21:52] [info] APP: Frame rate: 56.17572
[15:21:52] [info] APP: Frame rate: 55.135975
[15:21:52] [info] APP: Frame rate: 63.17484
[15:21:52] [info] APP: Frame rate: 69.81198
[15:21:52] [info] APP: Frame rate: 55.170788
[15:21:52] [info] APP: Frame rate: 53.69053
[15:21:52] [info] APP: Frame rate: 73.78103
[15:21:52] [info] APP: Frame rate: 58.869076
[15:21:52] [info] APP: Frame rate: 62.392956
[15:21:52] [info] APP: Frame rate: 60.076546
[15:21:52] [info] APP: Frame rate: 61.177128
[15:21:52] [info] APP: Frame rate: 58.054256
[15:21:52] [info] APP: Frame rate: 57.811005
[15:21:52] [info] APP: Frame rate: 61.8921
[15:21:52] [info] APP: Frame rate: 62.060608
[15:21:52] [info] APP: Frame rate: 53.2813
[15:21:52] [info] APP: Frame rate: 54.100506
[15:21:52] [info] APP: Frame rate: 77.56887
[15:21:53] [info] APP: Frame rate: 52.486534
[15:21:53] [info] APP: Frame rate: 71.04173
[15:21:53] [info] APP: Frame rate: 60.097202
[15:21:53] [info] APP: Frame rate: 58.45557
[15:21:53] [info] APP: Frame rate: 61.471214
[15:21:53] [info] APP: Frame rate: 58.125057
[15:21:53] [info] APP: Frame rate: 62.326202
[15:21:53] [info] APP: Frame rate: 58.599308
[15:21:53] [info] APP: Frame rate: 59.181396
[15:21:53] [info] APP: Frame rate: 53.701527
[15:21:53] [info] APP: Frame rate: 60.963722
[15:21:53] [info] APP: Frame rate: 61.4424
[15:21:53] [info] APP: Frame rate: 68.52542
[15:21:53] [info] APP: Frame rate: 51.679447
[15:21:53] [info] APP: Frame rate: 71.370544
[15:21:53] [info] APP: Frame rate: 58.763508
[15:21:53] [info] APP: Frame rate: 58.981663
[15:21:53] [info] APP: Frame rate: 61.651928
[15:21:53] [info] APP: Frame rate: 59.449825
[15:21:53] [info] APP: Frame rate: 59.980324
[15:21:53] [info] APP: Frame rate: 61.65918
[15:21:53] [info] APP: Frame rate: 54.212387
[15:21:53] [info] APP: Frame rate: 64.31403
[15:21:53] [info] APP: Frame rate: 57.62673
[15:21:53] [info] APP: Frame rate: 51.93027
[15:21:53] [info] APP: Frame rate: 75.372055
[15:21:53] [info] APP: Frame rate: 60.000916
[15:21:53] [info] APP: Frame rate: 54.962574
[15:21:53] [info] APP: Frame rate: 68.28445
[15:21:53] [info] APP: Frame rate: 58.605858
[15:21:53] [info] APP: Frame rate: 62.72888
[15:21:53] [info] APP: Frame rate: 57.280453
[15:21:53] [info] APP: Frame rate: 60.688507
[15:21:53] [info] APP: Frame rate: 62.009224
[15:21:53] [info] APP: Frame rate: 54.28536
[15:21:53] [info] APP: Frame rate: 59.946033
[15:21:53] [info] APP: Frame rate: 64.408844
[15:21:53] [info] APP: Frame rate: 62.082653
[15:21:53] [info] APP: Frame rate: 54.636097
[15:21:53] [info] APP: Frame rate: 61.826416
[15:21:53] [info] APP: Frame rate: 56.551395
[15:21:53] [info] APP: Frame rate: 59.87073
[15:21:53] [info] APP: Frame rate: 62.849197
[15:21:53] [info] APP: Frame rate: 63.1292
[15:21:53] [info] APP: Frame rate: 64.24311
[15:21:53] [info] APP: Frame rate: 58.697716
[15:21:53] [info] APP: Frame rate: 56.661407
[15:21:53] [info] APP: Frame rate: 63.289234
[15:21:53] [info] APP: Frame rate: 60.249138
[15:21:53] [info] APP: Frame rate: 52.809025
[15:21:53] [info] APP: Frame rate: 67.31998
[15:21:53] [info] APP: Frame rate: 62.023895
[15:21:53] [info] APP: Frame rate: 61.601223
[15:21:53] [info] APP: Frame rate: 58.022133
[15:21:53] [info] APP: Frame rate: 59.214817
[15:21:53] [info] APP: Frame rate: 60.332336
[15:21:53] [info] APP: Frame rate: 61.987232
[15:21:53] [info] APP: Frame rate: 57.601406
[15:21:53] [info] APP: Frame rate: 52.523342
[15:21:53] [info] APP: Frame rate: 63.273956
[15:21:54] [info] APP: Frame rate: 58.724014
[15:21:54] [info] APP: Frame rate: 63.038116
[15:21:54] [info] APP: Frame rate: 62.72888
[15:21:54] [info] APP: Frame rate: 62.48218
[15:21:54] [info] APP: Frame rate: 61.18427
[15:21:54] [info] APP: Frame rate: 59.24158
[15:21:54] [info] APP: Frame rate: 60.283775
[15:21:54] [info] APP: Frame rate: 60.999187
[15:21:54] [info] APP: Frame rate: 59.23489
[15:21:54] [info] APP: Frame rate: 58.875687
[15:21:54] [info] APP: Frame rate: 60.625347
[15:21:54] [info] APP: Frame rate: 53.54795
[15:21:54] [info] APP: Frame rate: 63.596313
[15:21:54] [info] APP: Frame rate: 56.41145
[15:21:54] [info] APP: Frame rate: 63.42705
[15:21:54] [info] APP: Frame rate: 58.869076
[15:21:54] [info] APP: Frame rate: 69.40535
[15:21:54] [info] APP: Frame rate: 59.128002
[15:21:54] [info] APP: Frame rate: 59.436344
[15:21:54] [info] APP: Frame rate: 59.308598
[15:21:54] [info] APP: Frame rate: 60.63236
[15:21:54] [info] APP: Frame rate: 59.62561
[15:21:54] [info] APP: Frame rate: 59.987186
[15:21:54] [info] APP: Frame rate: 61.557827
[15:21:54] [info] APP: Frame rate: 61.105827
[15:21:54] [info] APP: Frame rate: 59.034794
[15:21:54] [info] APP: Frame rate: 60.74476
[15:21:54] [info] APP: Frame rate: 57.569782
[15:21:54] [info] APP: Frame rate: 54.853317
[15:21:54] [info] APP: Frame rate: 69.23122
[15:21:54] [info] APP: Frame rate: 58.520817
[15:21:54] [info] APP: Frame rate: 62.023895
[15:21:54] [info] APP: Frame rate: 52.45503
[15:21:54] [info] APP: Frame rate: 69.012505
[15:21:54] [info] APP: Frame rate: 60.892914
[15:21:54] [info] APP: Frame rate: 58.39697
[15:21:54] [info] APP: Frame rate: 62.87935
[15:21:54] [info] APP: Frame rate: 53.232613
[15:21:54] [info] APP: Frame rate: 66.77977
[15:21:54] [info] APP: Frame rate: 57.78552
[15:21:54] [info] APP: Frame rate: 60.99209
[15:21:54] [info] APP: Frame rate: 53.729042
[15:21:54] [info] APP: Frame rate: 66.34038
[15:21:54] [info] APP: Frame rate: 59.87757
[15:21:54] [info] APP: Frame rate: 62.871807
[15:21:54] [info] APP: Frame rate: 58.24128
[15:21:54] [info] APP: Frame rate: 59.82291
[15:21:54] [info] APP: Frame rate: 63.45776
[15:21:54] [info] APP: Frame rate: 58.553497
[15:21:54] [info] APP: Frame rate: 52.350273
[15:21:54] [info] APP: Frame rate: 69.19467
[15:21:54] [info] APP: Frame rate: 62.53435
[15:21:54] [info] APP: Frame rate: 58.23481
[15:21:54] [info] APP: Frame rate: 61.013382
[15:21:54] [info] APP: Frame rate: 53.6027
[15:21:54] [info] APP: Frame rate: 66.694824
[15:21:54] [info] APP: Frame rate: 59.6935
[15:21:54] [info] APP: Frame rate: 56.630806
[15:21:54] [info] APP: Frame rate: 59.01486
[15:21:54] [info] APP: Frame rate: 58.364468
[15:21:55] [info] APP: Frame rate: 54.25727
[15:21:55] [info] APP: Frame rate: 77.94945
[15:21:55] [info] APP: Frame rate: 41.25653
[15:21:55] [info] APP: Frame rate: 90.566246
[15:21:55] [info] APP: Frame rate: 66.05619
[15:21:55] [info] APP: Frame rate: 61.680943
[15:21:55] [info] APP: Frame rate: 56.92595
[15:21:55] [info] APP: Frame rate: 64.73491
[15:21:55] [info] APP: Frame rate: 48.64879
[15:21:55] [info] APP: Frame rate: 71.820274
[15:21:55] [info] APP: Frame rate: 63.580887
[15:21:55] [info] APP: Frame rate: 58.04783
[15:21:55] [info] APP: Frame rate: 61.85559
[15:21:55] [info] APP: Frame rate: 62.090004
[15:21:55] [info] APP: Frame rate: 48.73471
[15:21:55] [info] APP: Frame rate: 70.47829
[15:21:55] [info] APP: Frame rate: 57.174263
[15:21:55] [info] APP: Frame rate: 68.84034
[15:21:55] [info] APP: Frame rate: 48.71207
[15:21:55] [info] APP: Frame rate: 75.6221
[15:21:55] [info] APP: Frame rate: 60.290707
[15:21:55] [info] APP: Frame rate: 62.156254
[15:21:55] [info] APP: Frame rate: 59.884407
[15:21:55] [info] APP: Frame rate: 59.436344
[15:21:55] [info] APP: Frame rate: 58.67801
[15:21:55] [info] APP: Frame rate: 61.52171
[15:21:55] [info] APP: Frame rate: 59.18808
[15:21:55] [info] APP: Frame rate: 59.97346
[15:21:55] [info] APP: Frame rate: 61.819126
[15:21:55] [info] APP: Frame rate: 59.449825
[15:21:55] [info] APP: Frame rate: 59.713894
[15:21:55] [info] APP: Frame rate: 60.090317
[15:21:55] [info] APP: Frame rate: 47.679882
[15:21:55] [info] APP: Frame rate: 76.08301
[15:21:55] [info] APP: Frame rate: 58.922005
[15:21:55] [info] APP: Frame rate: 63.296875
[15:21:55] [info] APP: Frame rate: 59.91863
[15:21:55] [info] APP: Frame rate: 57.88121
[15:21:55] [info] APP: Frame rate: 61.85559
[15:21:55] [info] APP: Frame rate: 61.819126
[15:21:55] [info] APP: Frame rate: 59.79562
[15:21:55] [info] APP: Frame rate: 58.254223
[15:21:55] [info] APP: Frame rate: 60.93538
[15:21:55] [info] APP: Frame rate: 60.576313
[15:21:55] [info] APP: Frame rate: 59.201447
[15:21:55] [info] APP: Frame rate: 59.322018
[15:21:55] [info] APP: Frame rate: 54.29098
[15:21:55] [info] APP: Frame rate: 56.8026
[15:21:55] [info] APP: Frame rate: 73.020615
[15:21:55] [info] APP: Frame rate: 59.26167
[15:21:55] [info] APP: Frame rate: 60.63236
[15:21:55] [info] APP: Frame rate: 51.320282
[15:21:55] [info] APP: Frame rate: 70.99364
[15:21:55] [info] APP: Frame rate: 63.867462
[15:21:55] [info] APP: Frame rate: 57.424755
[15:21:55] [info] APP: Frame rate: 62.526894
[15:21:55] [info] APP: Frame rate: 58.293083
[15:21:55] [info] APP: Frame rate: 57.130653
[15:21:55] [info] APP: Frame rate: 62.40781
[15:21:55] [info] APP: Frame rate: 61.284393
[15:21:56] [info] APP: Frame rate: 61.70998
[15:21:56] [info] APP: Frame rate: 55.322147
[15:21:56] [info] APP: Frame rate: 54.217995
[15:21:56] [info] APP: Frame rate: 69.92371
[15:21:56] [info] APP: Frame rate: 53.66305
[15:21:56] [info] APP: Frame rate: 62.48963
[15:21:56] [info] APP: Frame rate: 66.84789
[15:21:56] [info] APP: Frame rate: 59.67991
[15:21:56] [info] APP: Frame rate: 61.38485
[15:21:56] [info] APP: Frame rate: 60.332336
[15:21:56] [info] APP: Frame rate: 58.073547
[15:21:56] [info] APP: Frame rate: 60.674458
[15:21:56] [info] APP: Frame rate: 61.78998
[15:21:56] [info] APP: Frame rate: 58.724014
[15:21:56] [info] APP: Frame rate: 60.083427
[15:21:56] [info] APP: Frame rate: 61.377663
[15:21:56] [info] APP: Frame rate: 52.872932
[15:21:56] [info] APP: Frame rate: 69.524994
[15:21:56] [info] APP: Frame rate: 51.060383
[15:21:56] [info] APP: Frame rate: 65.096596
[15:21:56] [info] APP: Frame rate: 57.85566
[15:21:56] [info] APP: Frame rate: 66.03955
[15:21:56] [info] APP: Frame rate: 60.625347
[15:21:56] [info] APP: Frame rate: 61.972576
[15:21:56] [info] APP: Frame rate: 51.451225
[15:21:56] [info] APP: Frame rate: 70.37423
[15:21:56] [info] APP: Frame rate: 61.105827
[15:21:56] [info] APP: Frame rate: 60.21454
[15:21:56] [info] APP: Frame rate: 61.141457
[15:21:56] [info] APP: Frame rate: 59.959743
[15:21:56] [info] APP: Frame rate: 50.553272
[15:21:56] [info] APP: Frame rate: 66.29843
[15:21:56] [info] APP: Frame rate: 61.18427
[15:21:56] [info] APP: Frame rate: 58.922005
[15:21:56] [info] APP: Frame rate: 65.35627
[15:21:56] [info] APP: Frame rate: 59.32873
[15:21:56] [info] APP: Frame rate: 58.35797
[15:21:56] [info] APP: Frame rate: 55.07227
[15:21:56] [info] APP: Frame rate: 69.322754
[15:21:56] [info] APP: Frame rate: 59.214817
[15:21:56] [info] APP: Frame rate: 59.26167
[15:21:56] [info] APP: Frame rate: 56.00769
[15:21:56] [info] APP: Frame rate: 64.125244
[15:21:56] [info] APP: Frame rate: 60.604324
[15:21:56] [info] APP: Frame rate: 61.063126
[15:21:56] [info] APP: Frame rate: 59.510555
[15:21:56] [info] APP: Frame rate: 61.277233
[15:21:56] [info] APP: Frame rate: 61.16999
[15:21:56] [info] APP: Frame rate: 53.53155
[15:21:56] [info] APP: Frame rate: 65.33184
[15:21:56] [info] APP: Frame rate: 59.26837
[15:21:56] [info] APP: Frame rate: 60.93538
[15:21:56] [info] APP: Frame rate: 61.90672
[15:21:56] [info] APP: Frame rate: 57.192974
[15:21:56] [info] APP: Frame rate: 59.639175
[15:21:56] [info] APP: Frame rate: 61.406418
[15:21:56] [info] APP: Frame rate: 59.64596
[15:21:56] [info] APP: Frame rate: 58.816242
[15:21:56] [info] APP: Frame rate: 62.992672
[15:21:56] [info] APP: Frame rate: 60.82933
[15:21:57] [info] APP: Frame rate: 57.105762
[15:21:57] [info] APP: Frame rate: 60.604324
[15:21:57] [info] APP: Frame rate: 60.801113
[15:21:57] [info] APP: Frame rate: 57.97081
[15:21:57] [info] APP: Frame rate: 60.173073
[15:21:57] [info] APP: Frame rate: 57.45622
[15:21:57] [info] APP: Frame rate: 55.805004
[15:21:57] [info] APP: Frame rate: 67.00166
[15:21:57] [info] APP: Frame rate: 65.560585
[15:21:57] [info] APP: Frame rate: 53.389816
[15:21:57] [info] APP: Frame rate: 67.554184
[15:21:57] [info] APP: Frame rate: 58.981663
[15:21:57] [info] APP: Frame rate: 59.20813
[15:21:57] [info] APP: Frame rate: 59.7275
[15:21:57] [info] APP: Frame rate: 62.30398
[15:21:57] [info] APP: Frame rate: 57.79826
[15:21:57] [info] APP: Frame rate: 61.212845
[15:21:57] [info] APP: Frame rate: 59.946033
[15:21:57] [info] APP: Frame rate: 56.025646
[15:21:57] [info] APP: Frame rate: 64.361404
[15:21:57] [info] APP: Frame rate: 58.26717
[15:21:57] [info] APP: Frame rate: 55.19402
[15:21:57] [info] APP: Frame rate: 61.93597
[15:21:57] [info] APP: Frame rate: 69.60807
[15:21:57] [info] APP: Frame rate: 57.53188
[15:21:57] [info] APP: Frame rate: 60.325394
[15:21:57] [info] APP: Frame rate: 60.37402
[15:21:57] [info] APP: Frame rate: 59.08802
[15:21:57] [info] APP: Frame rate: 61.041798
[15:21:57] [info] APP: Frame rate: 59.673115
[15:21:57] [info] APP: Frame rate: 58.59276
[15:21:57] [info] APP: Frame rate: 62.148888
[15:21:57] [info] APP: Frame rate: 61.957928
[15:21:57] [info] APP: Frame rate: 57.292973
[15:21:57] [info] APP: Frame rate: 50.862244
[15:21:57] [info] APP: Frame rate: 63.46544
[15:21:57] [info] APP: Frame rate: 66.89053
[15:21:57] [info] APP: Frame rate: 63.136803
[15:21:57] [info] APP: Frame rate: 61.38485
[15:21:57] [info] APP: Frame rate: 59.551113
[15:21:57] [info] APP: Frame rate: 59.06805
[15:21:57] [info] APP: Frame rate: 59.836567
[15:21:57] [info] APP: Frame rate: 58.691147
[15:21:57] [info] APP: Frame rate: 58.32551
[15:21:57] [info] APP: Frame rate: 57.318027
[15:21:57] [info] APP: Frame rate: 63.828587
[15:21:57] [info] APP: Frame rate: 60.857574
[15:21:57] [info] APP: Frame rate: 58.390465
[15:21:57] [info] APP: Frame rate: 65.15322
[15:21:57] [info] APP: Frame rate: 57.74733
[15:21:57] [info] APP: Frame rate: 57.012615
[15:21:57] [info] APP: Frame rate: 67.25953
[15:21:57] [info] APP: Frame rate: 58.202488
[15:21:57] [info] APP: Frame rate: 59.904938
[15:21:57] [info] APP: Frame rate: 61.950607
[15:21:57] [info] APP: Frame rate: 51.925125
[15:21:57] [info] APP: Frame rate: 61.056015
[15:21:57] [info] APP: Frame rate: 66.71179
[15:21:57] [info] APP: Frame rate: 62.415237
[15:21:57] [info] APP: Frame rate: 50.71955
[15:21:58] [info] APP: Frame rate: 68.81323
[15:21:58] [info] APP: Frame rate: 60.04902
[15:21:58] [info] APP: Frame rate: 62.148888
[15:21:58] [info] APP: Frame rate: 57.81738
[15:21:58] [info] APP: Frame rate: 57.424755
[15:21:58] [info] APP: Frame rate: 67.345924
[15:21:58] [info] APP: Frame rate: 57.862045
[15:21:58] [info] APP: Frame rate: 60.787014
[15:21:58] [info] APP: Frame rate: 60.014652
[15:21:58] [info] APP: Frame rate: 54.50546
[15:21:58] [info] APP: Frame rate: 65.22617
[15:21:58] [info] APP: Frame rate: 62.178368
[15:21:58] [info] APP: Frame rate: 58.079983
[15:21:58] [info] APP: Frame rate: 60.82933
[15:21:58] [info] APP: Frame rate: 62.571667
[15:21:58] [info] APP: Frame rate: 57.6204
[15:21:58] [info] APP: Frame rate: 59.80244
[15:21:58] [info] APP: Frame rate: 62.65392
[15:21:58] [info] APP: Frame rate: 58.442535
[15:21:58] [info] APP: Frame rate: 59.221508
[15:21:58] [info] APP: Frame rate: 50.388084
[15:21:58] [info] APP: Frame rate: 60.269917
[15:21:58] [info] APP: Frame rate: 65.65911
[15:21:58] [info] APP: Frame rate: 68.160164
[15:21:58] [info] APP: Frame rate: 61.15572
[15:21:58] [info] APP: Frame rate: 59.79562
[15:21:58] [info] APP: Frame rate: 60.871704
[15:21:58] [info] APP: Frame rate: 57.70284
[15:21:58] [info] APP: Frame rate: 60.618336
[15:21:58] [info] APP: Frame rate: 60.283775
[15:21:58] [info] APP: Frame rate: 57.13688
[15:21:58] [info] APP: Frame rate: 64.44843
[15:21:58] [info] APP: Frame rate: 50.03703
[15:21:58] [info] APP: Frame rate: 76.60549
[15:21:58] [info] APP: Frame rate: 50.75392
[15:21:58] [info] APP: Frame rate: 56.223915
[15:21:58] [info] APP: Frame rate: 76.20465
[15:21:58] [info] APP: Frame rate: 60.6534
[15:21:58] [info] APP: Frame rate: 60.885845
[15:21:58] [info] APP: Frame rate: 59.959743
[15:21:58] [info] APP: Frame rate: 58.546955
[15:21:58] [info] APP: Frame rate: 53.53155
[15:21:58] [info] APP: Frame rate: 69.249504
[15:21:58] [info] APP: Frame rate: 60.145462
[15:21:58] [info] APP: Frame rate: 58.403477
[15:21:58] [info] APP: Frame rate: 62.104713
[15:21:58] [info] APP: Frame rate: 54.584904
[15:21:58] [info] APP: Frame rate: 64.91123
[15:21:58] [info] APP: Frame rate: 62.237415
[15:21:58] [info] APP: Frame rate: 61.105827
[15:21:58] [info] APP: Frame rate: 51.461327
[15:21:58] [info] APP: Frame rate: 69.05795
[15:21:58] [info] APP: Frame rate: 60.311516
[15:21:58] [info] APP: Frame rate: 56.821068
[15:21:58] [info] APP: Frame rate: 62.50453
[15:21:58] [info] APP: Frame rate: 50.990856
[15:21:58] [info] APP: Frame rate: 72.35551
[15:21:58] [info] APP: Frame rate: 59.24158
[15:21:58] [info] APP: Frame rate: 60.51339
[15:21:58] [info] APP: Frame rate: 62.698875
[15:21:59] [info] APP: Frame rate: 59.659534
[15:21:59] [info] APP: Frame rate: 30.265427
[15:21:59] [info] APP: Frame rate: 55.29881
[15:21:59] [info] APP: Frame rate: 54.882027
[15:21:59] [info] APP: Frame rate: 71.46783
[15:21:59] [info] APP: Frame rate: 52.57601
[15:21:59] [info] APP: Frame rate: 30.99728
[15:21:59] [info] APP: Frame rate: 31.515268
[15:21:59] [info] APP: Frame rate: 29.841654
[15:21:59] [info] APP: Frame rate: 58.215412
[15:21:59] [info] APP: Frame rate: 63.42705
[15:21:59] [info] APP: Frame rate: 29.981586
[15:21:59] [info] APP: Frame rate: 29.306204
[15:21:59] [info] APP: Frame rate: 28.748589
[15:21:59] [info] APP: Frame rate: 31.355062
[15:21:59] [info] APP: Frame rate: 29.457691
[15:21:59] [info] APP: Frame rate: 31.74617
[15:21:59] [info] APP: Frame rate: 29.938786
[15:21:59] [info] APP: Frame rate: 29.590698
[15:21:59] [info] APP: Frame rate: 30.303913
[15:21:59] [info] APP: Frame rate: 29.459347
[15:21:59] [info] APP: Frame rate: 27.336567
[15:21:59] [info] APP: Frame rate: 21.296072
[15:21:59] [info] APP: Frame rate: 30.155758
[15:21:59] [info] APP: Frame rate: 29.906338
[15:21:59] [info] APP: Frame rate: 29.3834
[15:21:59] [info] APP: Frame rate: 29.3505
[15:21:59] [info] APP: Frame rate: 31.703938
[15:21:59] [info] APP: Frame rate: 30.633245
[15:21:59] [info] APP: Frame rate: 30.02451
[15:21:59] [info] APP: Frame rate: 29.979872
[15:21:59] [info] APP: Frame rate: 29.439497
[15:21:59] [info] APP: Frame rate: 28.32611
[15:22:00] [info] APP: Frame rate: 31.17978
[15:22:00] [info] APP: Frame rate: 29.78063
[15:22:00] [info] APP: Frame rate: 31.51148
[15:22:00] [info] APP: Frame rate: 27.804836
[15:22:00] [info] APP: Frame rate: 33.292355
[15:22:00] [info] APP: Frame rate: 29.268576
